series,run_name,sample_id,rev1,rev2,rev3,gammaCDff2p,gammaCDff2s,gammaDDff2pp,gammaDDff2ps,gammaCDff3,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,solve_seconds,t_end,tmax,event_reached,f_stop
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7478991596638656,0.017245008278093586,0.06542977611049929,-3.8020130302137023,-11.651824577772663,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7529411764705882,0.016847187549790497,0.06392040793616705,-3.714483779821836,-11.384571097277501,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7579831932773109,0.016451954166732927,0.06242085554892755,-3.627515529790662,-11.118984294209092,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7630252100840336,0.01605927469283436,0.06093099211018999,-3.541101081534606,-10.85504306459175,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7680672268907562,0.015669116336509355,0.05945069322646541,-3.455233374398299,-10.592726705340775,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7731092436974789,0.01528144693472276,0.05797983688931206,-3.3699054820168164,-10.332014903657804,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7781512605042016,0.01489623493410463,0.056518303401294524,-3.2851106095042386,-10.072887729062554,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7831932773109244,0.014513449378440136,0.05506597533041172,-3.2008420899070265,-9.81532562364206,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.788235294117647,0.01413305989222808,0.053622737447499236,-3.1170933806469474,-9.559309390506261,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7932773109243697,0.013755036667669208,0.052188476677901836,-3.0338580602442886,-9.30482018442719,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7983193277310925,0.013379350451310956,0.05076308205102238,-2.951129825413779,-9.051839503873184,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8033613445378152,0.013005972525054,0.049346444622893025,-2.868902489907815,-8.80034918933695,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8084033613445378,0.012634874697959082,0.047938457449859355,-2.787169980230827,-8.550331409685096,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8134453781512605,0.012266029292595055,0.046539015536726944,-2.7059263326451433,-8.301768652654133,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8184873949579832,0.011899409133332498,0.04514801579313677,-2.625165690240449,-8.054643716033928,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8235294117647058,0.01153498753533716,0.04376535699265237,-2.544882300153765,-7.808939699555367,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8285714285714285,0.011172738287120005,0.042390939699362785,-2.4650705139156353,-7.564640009641137,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8336134453781512,0.010812635644138254,0.04102466624999893,-2.385724782439052,-7.321728341346767,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8386554621848739,0.010454654317697312,0.039666440711714435,-2.3068396537121854,-7.080188671722883,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.8436974789915966,0.01009876946278957,0.0383161688339395,-2.2284097713578856,-6.840005256830099,0.028532981872558594,30.27424646725167,500.0,True,0.395
